32 32 32 32 33 32 32 32 31 31 31 31 33 33 32 36 37 38 38 38 40 42 42 43 46 44 47 50 51 52 53 54 56 55 55 57 56 56 56 56 58 57 57 57 57 57 56 57 57 58 59 60 59 59 58 58 59 58 58 58 58 57 56 56 56 56 55 54 53 52 51 51 51 49 49 48 48 47 46 45 44 45 44 44 44 43 43 42 41 41 41 40 39 40 39 38 38 37 37 37 37 38 38 39 39 39 40 40 41 40 39 39 39 39 40 39 40 39 40 40 41 41 41 41 45 46 48 49 50 51 52 52 55 54 56 55 56 58 60 60 60 60 59 60 60 61 60 60 60 60 60 61 60 60 60 61 61 60 60 60 60 60 59 60 59 59 59 59 58 58 57 57 58 58 59 57 58 57 56 56 56 56 55 55 53 52 52 53 52 52 51 51 51 51 51 51 51 51 51 49 49 48 47 47 48 48 48 48 48 48 49 49 51 51 50 50 50 51 51 51 52 51 51 52 51 53 54 55 55 56 57 62 62 62 62 64 63 65 65 67 69 69 69 71 71 73 71 72 72 72 72 72 72 74 74 74 75 74 75 75 73 73 74 74 74 74 74 73 72 71 71 70 69 69 68 66 67 66 64 63 62 61 60 60 56 56 55 54 54 52 50 50 49 48 47 47 45 43 44 42 42 40 39 38 38 37 37 36 33 34 33 32 32 30 31 29 29 28 28 27 26 26 25 24 24 23 23 23 22 21 21 21 20 20 19 18 20 20 19 20 21 21 22 23 24 24 26 28 30 30 29 33 34 34 36 36 38 38 37 37 37 37 40 40 42 41 41 42 46 45 45 46 47 48 48 49 54 52 53 52 55 56 58 63 62 62 62 63 63 65 65 66 66 66 66 68 67 67 67 67 67 67 68 67 67 69 68 69 69 69 69 69 69 69 70 69 69 70 69 69 69 68 70 69 69 67 67 67 65 66 64 64 63 62 61 61 60 60 59 58 57 56 57 55 54 53 52 52 50 49 48 49 48 46 45 45 43 43 43 41 41 41 40 39 38 37 37 35 36 33 34 34 34 33 33 33 33 32 32 32 
32 32 32 32 32 32 32 32 32 32 32 32 33 35 35 35 35 37 38 38 39 43 43 46 42 47 45 49 49 52 54 53 54 54 55 55 56 56 56 57 57 58 56 57 57 57 56 57 58 57 58 58 59 59 58 58 59 58 58 57 57 58 56 55 55 55 54 54 53 52 52 51 50 50 51 49 48 47 46 46 45 45 45 45 43 44 43 42 42 41 41 40 40 39 39 38 37 38 38 38 37 38 38 39 40 40 40 40 40 40 40 40 41 40 40 40 40 40 40 40 42 41 43 43 46 48 49 48 49 52 51 53 54 55 55 54 59 55 59 59 59 59 59 60 60 60 60 61 60 60 60 59 60 59 59 59 59 59 59 59 60 60 60 60 60 59 59 59 61 58 58 58 57 57 57 57 57 56 56 56 55 55 55 55 54 53 53 52 52 52 52 52 52 53 52 51 51 50 50 49 49 48 48 48 48 48 48 48 48 49 50 50 50 51 51 51 52 51 51 52 52 52 53 52 53 52 53 54 55 55 57 59 61 63 64 64 64 65 65 68 68 69 70 70 72 72 71 70 72 72 72 73 72 73 74 74 75 74 74 74 74 73 73 73 73 73 73 73 72 72 71 70 69 68 68 67 67 65 64 64 61 62 60 60 57 56 54 54 54 50 51 49 49 48 47 46 45 44 43 42 41 41 39 39 37 37 37 36 34 34 33 32 32 32 30 30 29 30 27 27 27 26 27 25 24 24 24 23 23 22 21 21 19 20 19 19 19 20 20 20 20 21 23 23 25 25 25 27 29 31 30 32 34 35 36 37 38 38 38 38 38 40 40 41 41 40 43 43 44 46 45 46 47 47 48 51 50 52 53 56 55 58 59 61 62 62 62 64 63 64 65 65 67 66 66 67 67 68 67 68 67 67 67 68 68 68 68 68 68 68 69 69 69 69 69 70 69 70 69 69 69 69 69 69 68 68 69 67 67 65 65 63 63 62 63 61 59 59 59 58 57 58 57 56 55 53 54 51 51 50 49 48 46 46 46 45 44 44 43 42 41 41 41 40 38 37 38 36 36 35 35 34 34 34 34 34 33 33 33 32 
33 34 33 33 33 33 34 33 33 33 33 33 33 33 34 35 36 36 39 39 41 40 43 43 45 47 50 48 51 52 52 53 54 55 54 55 55 55 55 56 57 56 57 57 57 57 57 57 57 57 57 57 57 59 58 58 58 57 57 57 56 56 56 55 56 55 55 54 53 52 52 51 50 50 49 49 49 48 46 46 47 45 45 45 44 43 43 43 42 43 40 40 40 40 39 39 38 38 38 38 38 38 38 39 39 39 41 41 40 40 40 40 40 39 39 39 40 40 39 39 41 41 43 43 45 46 46 48 51 53 53 53 56 55 55 56 56 57 60 59 58 59 59 59 60 60 60 60 61 59 59 58 59 59 61 59 59 60 60 59 59 59 59 59 59 59 60 60 59 58 59 58 57 57 57 56 57 57 56 56 56 55 55 54 54 53 54 53 53 52 52 53 52 52 52 51 51 50 50 50 50 49 49 49 49 49 48 49 49 49 49 49 52 51 51 52 52 52 52 52 52 52 53 53 54 54 54 54 57 56 58 60 60 62 63 63 64 65 66 67 68 69 69 71 72 71 71 70 71 72 73 73 73 73 73 74 74 74 74 74 74 73 74 74 73 73 72 72 72 72 71 70 69 69 67 67 66 65 64 64 62 62 61 59 57 56 54 53 53 52 51 51 50 48 48 46 46 45 43 43 41 41 40 40 39 37 38 36 36 34 34 33 33 32 30 30 30 29 28 27 26 26 26 25 25 24 24 24 24 23 22 21 21 20 20 20 20 20 20 20 21 22 23 23 24 26 25 28 28 30 30 32 34 35 36 37 37 37 36 37 38 41 40 39 40 40 40 43 44 45 47 46 48 47 49 48 52 52 54 54 56 55 60 61 60 62 62 63 64 64 64 66 66 68 66 67 67 67 68 68 68 68 68 68 68 69 68 69 68 69 69 68 69 70 69 70 70 70 70 69 69 69 69 68 68 67 67 67 67 65 64 63 63 63 62 61 61 60 59 58 58 56 56 55 54 53 53 51 51 49 49 48 48 46 46 46 45 44 43 44 42 41 41 40 39 38 37 38 36 35 35 35 33 33 34 35 33 32 32 33 
33 33 33 33 33 33 34 34 33 33 33 34 33 34 34 34 35 36 36 36 38 41 41 43 44 46 46 45 50 52 52 54 54 53 54 54 54 54 53 55 55 56 56 56 56 57 56 56 57 57 58 58 58 57 58 58 57 57 57 56 56 55 55 55 54 54 55 54 54 53 53 51 50 49 49 49 48 48 47 48 47 46 46 46 45 44 44 44 42 42 41 41 41 40 40 39 39 39 38 38 39 39 39 38 39 40 41 41 41 42 40 40 40 40 40 39 39 40 39 41 41 42 42 43 45 46 46 51 50 53 53 52 53 55 56 56 56 57 56 59 59 59 59 59 59 59 59 60 60 59 59 58 58 58 59 60 60 59 60 60 59 60 59 59 59 60 59 59 59 60 59 58 58 57 56 57 57 57 56 56 56 56 56 55 54 54 53 53 53 52 52 52 52 52 52 51 51 50 50 50 49 50 50 50 50 49 49 48 48 48 49 50 51 51 51 51 51 52 53 52 51 51 52 52 52 54 54 56 56 56 56 59 62 61 64 63 66 65 66 66 67 70 71 71 72 73 72 72 72 72 73 73 74 72 73 75 73 74 73 74 73 73 72 73 73 72 72 72 72 72 71 70 70 69 68 67 66 65 64 63 62 62 60 58 58 56 53 52 52 52 52 51 49 48 47 47 45 44 45 43 42 41 40 39 38 38 37 37 36 34 33 33 32 32 31 30 30 29 28 28 27 26 26 26 25 24 24 23 23 23 23 23 21 20 20 20 21 20 20 20 20 21 24 24 24 25 26 28 29 30 30 35 34 35 35 36 37 37 37 36 39 38 40 40 39 40 41 43 42 45 46 46 47 47 47 51 52 53 54 56 56 58 61 61 62 62 63 63 64 64 65 65 65 65 65 65 66 66 68 68 68 68 69 69 69 69 69 69 69 69 69 69 69 69 70 69 69 69 69 68 69 69 68 68 68 68 67 67 66 66 65 64 63 62 61 61 60 60 59 60 58 57 56 55 56 55 53 52 51 50 49 49 47 48 46 46 44 44 44 42 43 41 40 41 39 37 38 38 36 37 36 36 35 35 34 35 34 33 33 33 
33 34 34 34 33 34 33 34 33 33 33 34 33 33 34 35 35 36 36 36 38 40 43 41 44 45 46 46 49 49 52 52 53 53 54 54 54 55 53 54 57 56 56 56 57 56 56 57 56 55 56 57 55 55 54 58 57 58 57 56 56 55 55 55 54 54 54 53 53 52 52 52 51 50 50 49 48 49 48 48 47 47 46 46 46 45 44 43 43 42 42 42 40 40 40 39 39 39 39 39 39 39 40 40 39 41 42 41 40 40 42 40 42 40 41 40 41 41 42 42 41 42 42 44 43 44 47 49 53 52 53 53 52 53 56 56 57 59 59 59 59 59 59 59 59 59 59 59 59 60 59 60 60 59 61 60 59 59 59 59 60 59 59 60 60 61 60 60 59 59 58 57 58 57 57 57 57 56 56 56 56 56 56 55 54 53 52 53 52 53 52 51 52 51 51 51 50 50 50 50 49 50 50 50 49 49 48 48 49 48 50 50 51 51 51 51 51 51 52 52 51 51 51 51 51 53 54 54 57 57 61 59 59 60 65 64 63 64 63 69 70 69 71 72 72 72 73 73 72 72 72 72 73 73 73 73 74 74 73 73 72 72 72 73 73 72 72 72 71 72 72 70 68 68 68 67 66 67 64 64 62 62 59 58 59 57 55 55 52 52 51 50 49 48 47 47 46 45 43 44 41 41 40 40 38 38 36 36 36 35 34 32 32 31 31 31 31 30 29 29 28 27 27 26 26 25 24 23 23 23 22 22 21 21 21 20 20 20 21 21 21 22 22 23 24 24 27 27 29 30 33 33 34 35 36 37 37 37 37 37 37 37 37 38 42 40 40 44 43 45 46 47 47 48 47 51 51 53 54 54 55 58 60 61 60 63 62 63 65 65 65 65 65 66 66 66 66 68 68 67 68 68 67 68 67 70 68 69 70 69 69 69 70 70 70 70 69 70 69 69 69 69 68 68 68 68 67 67 66 65 65 64 62 61 61 61 61 60 60 59 58 57 57 56 55 54 53 52 53 49 49 48 48 48 47 46 45 45 44 43 43 42 41 40 40 38 38 37 37 37 36 36 36 36 35 35 34 35 33 33 
34 34 35 35 34 34 34 34 34 34 34 34 34 34 34 35 35 36 35 37 39 39 41 43 45 46 49 47 50 50 50 51 53 53 53 53 55 54 54 55 55 55 55 56 55 56 55 55 55 55 55 56 55 55 55 56 56 56 56 55 55 54 54 54 54 53 53 53 53 52 52 51 51 51 50 49 49 48 48 48 47 46 46 46 45 45 44 44 44 43 43 42 41 41 41 41 40 40 40 39 39 39 39 40 40 40 41 41 42 41 41 41 41 41 41 41 41 42 40 42 42 42 42 44 45 49 48 52 52 56 53 53 54 54 55 55 57 57 58 59 59 60 60 59 59 59 59 59 59 60 60 59 60 59 59 59 60 60 60 60 60 60 59 59 60 59 59 60 59 59 58 57 57 57 57 59 57 57 56 55 55 56 55 55 54 53 53 52 52 52 51 51 51 51 51 50 49 49 49 49 49 49 49 49 48 48 48 47 48 48 50 50 50 50 51 51 50 50 51 50 52 51 51 52 53 55 55 55 56 57 58 59 59 62 65 63 64 67 66 71 69 70 70 72 72 74 74 73 72 73 72 72 72 72 72 73 74 73 73 74 73 73 72 72 73 73 72 72 71 72 71 71 69 70 68 67 66 64 65 64 63 63 59 58 58 57 54 54 54 52 51 49 49 48 47 47 46 45 43 42 41 42 41 40 39 37 36 36 36 35 35 34 32 32 32 31 30 29 29 28 27 27 27 26 26 25 25 23 23 23 23 23 22 21 21 20 20 20 19 20 20 21 23 23 25 24 27 27 30 30 32 33 34 35 37 37 37 37 37 37 37 37 37 40 40 41 42 41 45 44 45 46 47 48 47 51 51 53 54 57 56 58 60 60 61 61 63 64 64 64 64 65 66 66 66 68 67 66 66 66 68 70 68 68 68 68 70 69 70 69 69 70 71 70 70 70 70 70 69 69 69 68 68 67 67 67 67 67 68 65 65 63 63 63 62 61 61 60 60 59 59 58 56 55 54 54 54 53 53 51 50 49 48 47 48 47 46 45 45 44 43 42 42 39 39 39 39 38 38 37 37 36 36 36 35 35 34 34 34 35 
35 34 34 34 34 34 35 34 35 34 34 34 34 34 34 34 34 35 36 34 37 39 40 41 43 44 46 45 48 51 50 51 52 53 52 55 54 54 54 54 55 54 55 55 56 55 55 55 55 54 54 55 55 55 55 56 55 56 55 55 55 54 54 53 53 53 53 53 52 52 52 51 51 51 51 50 49 49 49 48 48 47 46 45 45 45 45 45 44 44 43 42 43 42 42 41 42 40 40 39 40 40 40 40 40 40 41 41 42 41 42 41 42 42 42 41 41 42 42 43 43 43 43 47 47 47 49 50 54 54 54 54 55 55 55 55 58 58 58 59 59 59 60 60 60 59 59 60 60 60 60 60 61 59 60 60 60 60 60 59 59 60 60 60 59 59 59 59 60 59 59 58 58 59 57 57 58 57 56 55 55 55 55 55 54 53 52 52 52 52 52 51 51 50 50 49 49 49 50 50 50 49 49 48 48 47 48 46 47 48 49 50 49 51 51 51 52 51 51 52 52 52 52 52 52 52 52 54 55 54 57 59 59 61 60 63 64 65 69 69 68 69 71 71 72 75 73 72 72 72 73 72 73 73 73 73 73 73 74 73 73 73 72 72 72 72 72 72 72 72 72 71 70 70 68 68 67 65 66 64 63 63 60 59 56 57 54 55 53 53 52 49 49 49 48 47 45 45 44 43 41 41 40 40 39 37 37 36 36 35 33 35 33 33 32 32 31 31 30 29 27 27 26 26 26 26 25 24 24 23 23 22 22 22 21 20 20 19 19 20 20 22 23 23 23 25 27 28 29 31 33 34 34 35 37 37 38 37 37 36 38 37 38 39 40 42 43 42 43 43 48 47 47 49 49 49 50 54 54 56 56 58 59 60 61 61 64 63 63 63 66 66 65 65 66 66 66 67 67 68 69 68 68 68 69 68 69 69 70 70 70 70 71 69 70 70 70 70 69 68 68 68 67 67 67 68 67 67 66 65 65 64 64 63 63 61 61 60 60 59 58 58 57 56 55 54 53 52 52 52 50 49 49 48 47 46 45 45 44 44 43 42 42 41 40 40 40 38 38 38 38 37 37 36 35 34 34 34 35 35 
35 34 34 34 34 35 34 34 34 35 35 35 35 35 35 35 35 35 36 37 37 37 40 41 43 43 47 47 47 50 50 51 51 52 53 53 54 53 54 54 55 54 55 55 54 54 54 54 54 54 54 54 55 54 54 54 54 55 54 54 55 54 53 52 53 52 52 53 52 51 51 51 52 51 51 50 50 50 49 49 48 47 47 46 45 45 45 44 44 43 43 42 43 42 42 42 42 40 41 40 40 40 40 40 40 40 40 41 42 42 42 42 41 41 41 42 41 42 41 42 42 42 43 46 48 48 49 52 52 52 53 55 56 55 55 56 57 58 58 59 59 59 59 59 59 59 59 59 60 60 60 61 60 60 60 60 60 60 59 60 60 61 60 60 60 60 59 59 58 58 59 58 59 58 58 58 58 56 56 54 56 56 55 55 54 53 53 53 52 51 51 51 50 50 49 49 49 49 49 49 49 49 49 49 48 48 47 47 48 48 49 49 50 50 50 52 52 52 52 52 53 52 53 51 51 53 53 53 53 55 55 58 59 60 63 63 65 65 68 68 69 68 68 69 71 71 72 73 72 72 73 73 74 73 74 74 73 73 73 73 74 73 72 72 72 72 72 72 72 72 73 71 70 69 69 68 67 66 65 64 63 62 60 59 57 56 55 53 53 54 52 49 49 50 48 46 46 45 44 43 41 41 40 40 39 38 38 37 35 35 34 35 33 33 33 32 32 31 30 29 29 28 26 27 26 26 25 24 24 23 22 21 21 21 21 20 19 19 20 20 21 22 23 22 24 27 27 27 29 31 33 35 35 36 36 35 35 38 39 39 39 38 38 41 43 43 42 43 44 44 48 48 48 51 50 51 52 55 54 54 55 57 58 60 60 62 63 62 64 62 65 65 65 66 66 67 67 67 70 69 68 68 69 69 68 69 70 70 69 70 69 69 70 70 70 70 69 69 68 68 68 68 68 68 68 67 67 67 67 65 65 64 64 63 64 62 60 61 60 59 58 58 56 55 55 54 53 53 51 52 49 49 49 48 46 47 46 45 44 44 44 43 42 41 40 39 39 39 38 38 37 37 37 36 36 36 36 36 35 35 
35 35 35 35 35 35 35 35 35 35 38 35 35 35 35 36 36 36 36 36 36 37 39 38 41 38 43 43 47 47 50 50 51 52 51 52 53 53 53 54 53 54 54 55 54 54 54 53 54 53 53 54 54 54 54 56 54 55 55 54 54 53 52 52 52 51 51 51 51 51 51 51 51 50 50 49 49 49 49 49 49 47 47 46 46 46 46 45 45 44 44 43 43 44 43 42 42 41 41 41 41 40 40 40 41 40 40 41 41 41 41 41 41 41 41 41 41 41 41 42 42 41 43 48 52 51 51 52 52 53 53 54 54 55 55 56 56 57 59 58 59 62 59 59 60 61 60 60 60 61 60 60 61 60 60 61 61 60 61 60 60 60 59 59 59 60 59 59 60 59 59 58 58 58 58 57 57 57 57 56 55 54 55 54 54 54 54 53 53 52 51 50 50 49 49 49 49 49 49 49 50 49 49 48 48 48 47 47 47 48 49 49 51 50 50 52 52 51 52 51 52 52 53 53 52 53 53 53 55 56 58 58 58 61 62 63 65 66 66 66 68 67 68 70 70 71 72 72 72 72 73 73 73 73 73 73 72 73 73 75 74 73 73 73 73 73 73 73 73 72 72 70 70 69 70 69 66 66 65 63 63 62 59 59 58 57 55 54 52 53 51 52 50 49 49 47 45 44 45 43 42 41 41 40 41 38 38 39 36 35 36 35 33 34 32 32 31 30 30 29 29 28 28 27 26 26 25 24 24 24 23 22 22 22 22 20 20 19 20 19 20 21 22 23 24 24 27 27 29 31 32 32 36 36 36 38 38 39 40 40 39 41 40 40 41 41 41 42 43 44 46 47 48 50 50 53 51 52 54 56 54 57 60 61 60 63 63 63 63 65 65 64 65 67 67 67 67 69 69 69 68 68 68 70 69 69 69 68 69 69 69 68 69 69 69 69 69 69 69 68 67 67 69 68 67 67 66 67 67 65 65 65 64 65 63 62 61 61 59 60 58 57 56 56 54 54 54 53 52 51 51 49 49 48 48 46 47 44 45 44 44 43 41 42 41 40 40 39 39 38 38 38 37 37 36 36 36 37 35 36 
36 35 35 35 34 34 34 34 34 34 34 34 33 34 35 35 35 36 35 36 35 35 38 38 38 42 44 44 45 50 50 50 50 52 51 52 51 53 54 53 53 54 53 54 53 53 54 53 54 53 53 53 53 53 53 54 53 54 53 54 53 52 52 51 51 51 51 51 51 50 50 50 50 50 49 49 49 48 49 48 48 48 47 47 46 46 46 46 45 45 45 44 44 44 43 43 42 42 41 41 41 41 40 41 41 40 40 41 40 41 41 40 40 40 41 41 41 41 43 41 48 47 48 51 49 51 52 52 53 54 55 55 55 57 59 57 57 58 58 58 58 60 59 59 60 60 60 60 60 60 62 61 61 60 60 60 61 61 60 60 59 59 60 60 59 59 60 59 59 59 59 59 59 59 57 57 57 57 57 56 55 54 54 55 54 53 53 53 52 51 51 50 49 49 49 51 50 49 49 49 49 48 48 48 47 47 47 47 47 48 49 49 49 49 52 52 52 51 51 51 51 51 51 53 53 53 56 54 55 55 57 59 59 60 63 64 66 65 66 66 68 67 70 70 69 70 71 71 71 72 72 72 72 72 72 73 72 74 73 73 72 73 73 73 73 73 74 73 73 73 72 71 70 69 70 68 68 66 65 64 63 62 60 59 58 58 55 54 54 52 51 51 50 49 46 46 47 45 43 42 42 42 40 40 39 38 37 37 36 35 34 34 34 33 32 31 30 31 29 29 29 28 27 27 26 26 25 25 26 24 24 23 22 22 22 21 20 20 20 20 20 20 21 23 25 24 27 26 30 31 31 35 34 36 37 39 39 39 38 40 41 41 41 41 41 42 43 43 43 44 45 45 46 49 50 51 52 52 54 54 57 60 59 63 61 63 64 65 65 64 66 66 66 67 67 68 68 68 67 67 66 68 69 69 69 69 69 69 69 69 69 70 70 71 70 70 69 68 68 67 68 67 67 67 67 67 66 66 65 66 66 66 64 63 62 62 61 60 60 59 59 58 58 56 55 54 54 53 53 52 51 50 49 49 48 47 47 46 45 45 43 43 43 41 41 42 40 40 40 39 38 38 38 38 37 37 37 36 36 36 
36 35 35 35 34 33 34 34 34 34 34 34 34 35 35 35 35 35 35 36 37 37 38 38 39 41 42 44 45 47 47 49 49 51 51 51 51 51 52 55 53 53 53 54 53 52 52 52 54 54 54 54 54 53 54 54 54 54 53 53 53 52 51 51 50 51 50 51 50 50 50 50 49 49 49 49 49 48 48 50 48 47 46 46 45 46 45 45 45 44 44 44 43 43 43 43 42 42 41 41 41 40 41 40 40 41 41 40 40 40 40 41 41 41 41 43 43 43 44 45 46 46 49 49 49 50 54 52 55 53 55 54 55 56 57 57 59 57 57 59 59 60 59 60 60 60 60 61 60 61 62 60 60 60 60 60 60 61 61 61 60 59 59 59 58 59 60 60 59 59 58 58 59 58 58 58 57 58 56 56 56 55 55 55 54 53 53 52 52 51 51 50 50 50 50 50 50 50 49 48 48 48 48 47 48 48 47 47 47 47 48 49 50 49 52 52 53 53 53 56 54 54 54 53 53 53 53 55 54 56 58 61 59 61 61 63 62 62 64 66 66 67 67 67 70 71 70 71 71 72 73 73 72 73 73 72 73 75 76 74 74 76 75 74 74 73 74 73 73 74 73 72 71 70 68 68 69 66 65 65 62 62 62 59 58 56 56 54 53 52 52 50 49 49 47 47 45 45 44 43 41 42 39 40 39 37 38 37 36 35 34 34 34 33 32 30 31 29 29 28 28 27 28 28 27 27 25 25 24 24 24 24 22 21 21 20 21 20 20 20 20 20 22 21 24 24 27 28 28 30 32 33 36 37 37 38 39 39 38 39 40 40 40 40 41 41 41 43 42 44 44 46 48 50 50 51 50 54 56 57 57 57 62 63 62 63 64 65 65 66 65 69 67 68 68 69 67 67 68 68 68 69 69 69 69 69 69 69 68 69 68 68 70 69 69 69 69 67 67 68 68 67 67 67 66 66 66 67 66 65 66 65 63 63 62 62 61 61 59 60 59 58 58 56 56 54 55 53 53 52 52 51 50 49 48 48 48 45 46 45 44 43 43 42 42 42 41 40 40 40 39 38 38 38 38 37 37 36 36 37 
36 36 36 35 35 35 34 34 34 34 34 34 34 34 34 34 35 35 36 35 37 38 37 38 39 41 43 43 45 47 48 48 48 50 51 51 51 50 51 52 52 52 53 53 53 53 53 53 53 54 54 53 53 53 53 54 55 54 52 53 52 52 51 52 51 51 50 50 50 49 49 48 48 48 48 49 48 48 47 47 48 46 46 46 46 46 45 44 44 44 44 43 43 42 42 41 41 42 42 41 40 41 40 40 40 40 39 39 41 39 40 40 41 41 41 42 43 42 45 45 45 45 49 51 51 52 53 53 54 54 54 54 55 56 57 57 57 58 58 59 59 59 60 60 60 60 60 60 60 60 61 63 61 61 61 61 60 60 61 60 60 59 59 60 60 59 59 59 62 59 59 58 58 59 58 57 57 57 57 57 56 55 54 54 54 54 54 53 52 53 51 50 50 50 50 50 50 50 49 49 48 48 49 48 48 47 47 47 47 48 48 49 50 50 51 51 52 53 53 54 53 53 53 54 53 53 53 54 53 57 57 57 57 61 60 61 63 63 64 64 65 67 68 68 69 70 70 70 71 72 74 72 73 73 74 75 74 74 75 74 74 75 74 74 74 73 73 73 73 74 73 72 72 70 70 68 68 66 64 63 63 61 61 59 57 57 56 54 53 54 52 50 49 49 48 47 46 44 44 43 41 42 40 40 39 36 36 36 35 35 34 33 33 34 31 31 31 30 29 29 29 27 28 27 26 26 25 25 25 24 24 23 23 22 21 21 20 20 20 19 20 20 21 23 24 25 26 28 29 29 33 34 35 37 37 38 37 40 40 40 40 41 40 41 40 40 40 41 44 41 45 48 49 51 51 51 54 57 56 58 60 60 60 62 62 63 64 64 65 65 67 67 67 68 68 69 68 68 68 69 68 68 69 70 70 70 70 70 69 69 69 71 70 70 68 68 67 68 68 67 67 66 66 67 67 66 66 67 67 66 64 64 64 62 62 62 62 62 61 60 59 59 57 57 56 55 54 54 53 52 52 51 49 49 49 48 48 47 47 45 44 44 44 42 42 41 41 40 40 40 40 39 38 38 39 38 37 37 37 37 
37 36 37 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 38 40 38 38 44 45 45 48 49 49 49 50 50 50 51 51 52 51 51 52 52 53 52 52 53 52 52 53 53 53 53 53 53 55 54 53 52 52 52 51 51 51 51 52 50 49 49 48 48 48 48 48 48 47 47 46 46 46 46 45 45 45 46 45 45 44 44 43 42 42 42 41 41 40 41 41 41 40 40 40 40 41 41 40 40 40 40 40 41 40 40 40 44 43 42 46 45 46 45 51 51 52 51 52 53 54 54 54 54 57 57 56 56 57 56 56 59 59 60 60 60 61 60 61 61 61 62 62 61 61 61 62 60 60 60 60 60 60 59 59 60 60 59 59 59 60 60 60 60 59 58 58 58 57 57 58 56 56 56 55 55 54 55 54 53 53 52 52 50 50 51 51 50 50 49 49 49 48 48 48 47 47 46 47 47 47 48 48 49 49 50 52 52 53 54 54 54 53 52 53 53 52 52 52 54 52 52 58 60 59 60 60 61 60 63 65 65 67 67 68 68 68 70 70 70 71 70 71 72 72 72 74 74 73 73 77 75 75 74 74 74 74 74 74 73 73 73 73 72 71 69 70 68 68 67 65 65 64 62 62 60 58 56 55 54 54 52 52 51 50 49 49 47 46 45 43 43 42 41 41 38 37 38 37 36 36 35 34 34 32 33 32 32 30 30 28 28 27 27 26 26 25 25 25 25 25 23 23 23 22 21 21 20 20 19 19 19 19 18 20 22 23 25 26 27 28 30 30 35 35 37 38 38 38 38 38 40 40 41 40 39 39 40 40 40 45 44 46 48 48 50 49 56 55 57 57 58 59 61 60 61 62 64 64 65 66 67 67 68 68 68 68 68 68 68 69 69 68 68 68 70 71 70 70 70 70 71 70 69 69 69 68 68 67 67 67 67 67 67 67 67 67 67 67 67 66 65 65 64 64 63 62 62 62 62 60 60 58 59 57 57 56 56 55 54 53 53 52 51 49 49 48 49 47 48 46 45 45 45 43 43 43 42 42 41 40 40 40 39 38 38 38 39 38 38 38 37 
37 36 36 35 35 35 35 35 35 35 35 35 37 36 36 38 36 36 36 35 35 35 36 36 38 38 39 42 43 45 46 46 48 49 48 50 50 50 50 50 51 52 52 52 53 53 52 53 53 52 53 53 52 52 52 53 52 52 52 52 52 52 51 51 51 51 52 50 49 49 48 48 47 48 47 47 47 47 46 46 46 46 45 45 45 45 44 44 44 44 43 43 42 42 41 41 41 40 40 40 40 40 40 40 40 40 40 39 39 40 40 40 40 40 41 41 42 42 45 46 47 48 51 52 53 52 53 53 54 56 56 56 56 57 57 57 57 57 58 59 59 60 60 60 61 60 60 62 61 62 61 61 62 62 61 63 61 61 61 61 60 60 59 59 60 61 60 60 60 60 59 59 58 59 58 58 58 58 57 57 57 56 57 56 55 55 54 53 52 53 53 51 51 51 51 51 50 49 48 48 48 48 48 48 47 48 47 47 47 48 48 49 48 50 52 52 53 53 54 53 53 53 53 54 53 53 53 53 54 55 56 59 59 59 60 60 60 63 63 65 66 66 67 67 69 68 70 70 71 71 71 72 72 73 72 73 74 73 74 74 75 74 75 74 74 75 75 74 74 73 73 72 71 70 69 68 68 67 65 65 63 62 61 58 58 57 55 56 54 53 52 51 51 47 50 46 45 45 44 43 41 41 40 38 38 38 36 36 35 34 33 34 33 33 33 31 30 30 29 28 28 27 26 26 26 25 25 24 24 23 23 23 22 21 21 20 19 19 18 18 19 20 19 21 23 24 27 27 28 30 32 34 36 37 38 39 39 39 39 39 39 39 41 40 40 40 40 43 47 46 46 46 48 53 53 53 56 58 58 59 60 59 61 62 63 65 64 64 66 66 67 67 68 70 69 68 68 68 68 69 69 69 70 69 71 71 71 70 71 70 69 69 69 69 68 68 67 67 67 67 67 67 67 67 67 66 66 66 67 65 65 65 65 64 63 62 61 61 61 60 59 58 59 57 56 56 55 54 54 53 53 51 49 50 49 48 48 48 47 45 46 44 43 43 43 43 42 42 41 40 40 40 40 39 39 38 38 38 38 37 
