,Time,Dominant,X,Y,Amplitude,Phase,PhaseVelocity,Wavelength,Amp/Wave
0,10,False,1,0,1.74206836836,3.142432699,-0.000439594234529,1.0,1.74206836836
1,20,False,1,0,1.73660442459,3.13692074059,-0.000551195840876,1.0,1.73660442459
2,30,False,1,0,1.73366220464,3.13157649345,-0.000534424713769,1.0,1.73366220464
3,40,False,1,0,1.73211061926,3.12666345789,-0.000491303556789,1.0,1.73211061926
4,50,False,1,0,1.73083159348,3.12176621065,-0.00048972472321,1.0,1.73083159348
5,60,False,1,0,1.72893688691,3.11705149551,-0.000471471514879,1.0,1.72893688691
6,70,False,1,0,1.72683442536,3.11208391506,-0.000496758044815,1.0,1.72683442536
7,80,False,1,0,1.72515792781,3.10709090469,-0.000499301036311,1.0,1.72515792781
8,90,False,1,0,1.7235088028,3.10219525255,-0.000489565214646,1.0,1.7235088028
9,100,False,1,0,1.72238474596,3.0976400063,-0.000455524624259,1.0,1.72238474596
10,110,False,1,0,1.72115977089,3.09318379316,-0.000445621314224,1.0,1.72115977089
11,120,False,1,0,1.72066318733,3.08868635063,-0.000449744253558,1.0,1.72066318733
12,130,False,1,0,1.72053675106,3.084055895,-0.00046304556232,1.0,1.72053675106
13,140,False,1,0,1.72041897236,3.07942190308,-0.00046339919228,1.0,1.72041897236
14,150,False,1,0,1.72038976526,3.07431243013,-0.000510947294793,1.0,1.72038976526
15,160,False,1,0,1.72062728007,3.06888077621,-0.000543165392172,1.0,1.72062728007
16,170,False,1,0,1.72068203524,3.06301927389,-0.000586150232385,1.0,1.72068203524
17,180,False,1,0,1.72069745292,3.05725077058,-0.000576850330901,1.0,1.72069745292
18,190,False,1,0,1.72066729092,3.05122677059,-0.000602399998879,1.0,1.72066729092
19,200,False,1,0,1.72047511633,3.04518557274,-0.000604119785437,1.0,1.72047511633
20,210,False,1,0,1.72054965437,3.03927825858,-0.000590731415278,1.0,1.72054965437
21,220,False,1,0,1.7203725878,3.03328648482,-0.00059917737609,1.0,1.7203725878
22,230,False,1,0,1.72038307573,3.02720240036,-0.000608408446071,1.0,1.72038307573
23,240,False,1,0,1.72039898099,3.02126999161,-0.000593240875212,1.0,1.72039898099
24,250,False,1,0,1.72038491689,3.01512909862,-0.000614089298628,1.0,1.72038491689
25,260,False,1,0,1.72039237354,3.0092907852,-0.00058383134199,1.0,1.72039237354
26,270,False,1,0,1.72041715327,3.00323955027,-0.00060512349345,1.0,1.72041715327
27,280,False,1,0,1.72031470698,2.99704640611,-0.000619314415731,1.0,1.72031470698
28,290,False,1,0,1.7205675555,2.99075664478,-0.0006289761326,1.0,1.7205675555
29,300,False,1,0,1.72069334955,2.98457490455,-0.000618174023552,1.0,1.72069334955
30,310,False,1,0,1.72037133518,2.97829932337,-0.000627558117449,1.0,1.72037133518
31,320,False,1,0,1.72025267053,2.97208318352,-0.000621613985133,1.0,1.72025267053
32,330,False,1,0,1.72057465268,2.96587455126,-0.00062086322643,1.0,1.72057465268
33,340,False,1,0,1.72059410611,2.95965468428,-0.000621986698164,1.0,1.72059410611
